uuid,min_x,min_y,max_x,max_y,start_date,end_date,geometry
eeb828f8-ef57-444b-94e0-fc73e5fa8605,10.1953125,50.84757295365389,10.371093750000002,50.95842672335992,2023-05-01,2023-06-01,"POLYGON ((10.1953125 50.84757295365389, 10.1953125 50.95842672335992, 10.371093750000002 50.95842672335992, 10.371093750000002 50.84757295365389, 10.1953125 50.84757295365389))"
08ae9237-f68d-40fe-bdb1-e5e2bc141fe1,10.371093750000002,50.73645513701065,10.546875,50.84757295365389,2023-05-01,2023-06-01,"POLYGON ((10.371093750000002 50.73645513701065, 10.371093750000002 50.84757295365389, 10.546875 50.84757295365389, 10.546875 50.73645513701065, 10.371093750000002 50.73645513701065))"
978afa85-56de-4b26-a606-6fdc89c5fe44,10.371093750000002,50.84757295365389,10.546875,50.95842672335992,2023-05-01,2023-06-01,"POLYGON ((10.371093750000002 50.84757295365389, 10.371093750000002 50.95842672335992, 10.546875 50.95842672335992, 10.546875 50.84757295365389, 10.371093750000002 50.84757295365389))"
9f82dbab-5b0f-442a-9192-db5cb9cb6b81,10.1953125,50.95842672335992,10.371093750000002,51.06901665960391,2023-05-01,2023-06-01,"POLYGON ((10.1953125 50.95842672335992, 10.1953125 51.06901665960391, 10.371093750000002 51.06901665960391, 10.371093750000002 50.95842672335992, 10.1953125 50.95842672335992))"
1947df59-b834-486e-8c87-393d278aa963,10.1953125,51.06901665960391,10.371093750000002,51.17934297928927,2023-05-01,2023-06-01,"POLYGON ((10.1953125 51.06901665960391, 10.1953125 51.17934297928927, 10.371093750000002 51.17934297928927, 10.371093750000002 51.06901665960391, 10.1953125 51.06901665960391))"
3ace3e38-aef1-45f7-b5db-bb53b7b11930,10.371093750000002,50.95842672335992,10.546875,51.06901665960391,2023-05-01,2023-06-01,"POLYGON ((10.371093750000002 50.95842672335992, 10.371093750000002 51.06901665960391, 10.546875 51.06901665960391, 10.546875 50.95842672335992, 10.371093750000002 50.95842672335992))"
4f81e77a-fe90-422b-837b-160c212c702a,10.371093750000002,51.06901665960391,10.546875,51.17934297928927,2023-05-01,2023-06-01,"POLYGON ((10.371093750000002 51.06901665960391, 10.371093750000002 51.17934297928927, 10.546875 51.17934297928927, 10.546875 51.06901665960391, 10.371093750000002 51.06901665960391))"
cd27538b-fdb6-4730-8cfa-bded0907f29b,9.843749999999998,51.17934297928927,10.019531249999998,51.28940590271679,2023-05-01,2023-06-01,"POLYGON ((9.843749999999998 51.17934297928927, 9.843749999999998 51.28940590271679, 10.019531249999998 51.28940590271679, 10.019531249999998 51.17934297928927, 9.843749999999998 51.17934297928927))"
45861056-121f-4978-8c79-efa9d45934cb,9.843749999999998,51.28940590271679,10.019531249999998,51.39920565355377,2023-05-01,2023-06-01,"POLYGON ((9.843749999999998 51.28940590271679, 9.843749999999998 51.39920565355377, 10.019531249999998 51.39920565355377, 10.019531249999998 51.28940590271679, 9.843749999999998 51.28940590271679))"
b80bf768-bea9-4885-878f-67647c12ae05,10.019531249999998,51.17934297928927,10.1953125,51.28940590271679,2023-05-01,2023-06-01,"POLYGON ((10.019531249999998 51.17934297928927, 10.019531249999998 51.28940590271679, 10.1953125 51.28940590271679, 10.1953125 51.17934297928927, 10.019531249999998 51.17934297928927))"
fefb4096-056d-4730-83e6-ba974a0a7ef6,10.019531249999998,51.28940590271679,10.1953125,51.39920565355377,2023-05-01,2023-06-01,"POLYGON ((10.019531249999998 51.28940590271679, 10.019531249999998 51.39920565355377, 10.1953125 51.39920565355377, 10.1953125 51.28940590271679, 10.019531249999998 51.28940590271679))"
df655a5e-3adc-4682-a04d-1d531acba0a3,9.843749999999998,51.39920565355377,10.019531249999998,51.50874245880333,2023-05-01,2023-06-01,"POLYGON ((9.843749999999998 51.39920565355377, 9.843749999999998 51.50874245880333, 10.019531249999998 51.50874245880333, 10.019531249999998 51.39920565355377, 9.843749999999998 51.39920565355377))"
0681b84d-2660-4910-a879-58ac792a9859,9.843749999999998,51.50874245880333,10.019531249999998,51.6180165487737,2023-05-01,2023-06-01,"POLYGON ((9.843749999999998 51.50874245880333, 9.843749999999998 51.6180165487737, 10.019531249999998 51.6180165487737, 10.019531249999998 51.50874245880333, 9.843749999999998 51.50874245880333))"
a46544bd-630b-47a5-bfb6-240408b3f16b,10.019531249999998,51.39920565355377,10.1953125,51.50874245880333,2023-05-01,2023-06-01,"POLYGON ((10.019531249999998 51.39920565355377, 10.019531249999998 51.50874245880333, 10.1953125 51.50874245880333, 10.1953125 51.39920565355377, 10.019531249999998 51.39920565355377))"
9008249e-cea7-4978-888e-0634068a3534,10.019531249999998,51.50874245880333,10.1953125,51.6180165487737,2023-05-01,2023-06-01,"POLYGON ((10.019531249999998 51.50874245880333, 10.019531249999998 51.6180165487737, 10.1953125 51.6180165487737, 10.1953125 51.50874245880333, 10.019531249999998 51.50874245880333))"
9697b8f7-a3d1-4d1a-b384-ed12e8b816c5,10.1953125,51.17934297928927,10.371093750000002,51.28940590271679,2023-05-01,2023-06-01,"POLYGON ((10.1953125 51.17934297928927, 10.1953125 51.28940590271679, 10.371093750000002 51.28940590271679, 10.371093750000002 51.17934297928927, 10.1953125 51.17934297928927))"
c36e3207-d502-4872-91e1-8f2592ca696f,10.1953125,51.28940590271679,10.371093750000002,51.39920565355377,2023-05-01,2023-06-01,"POLYGON ((10.1953125 51.28940590271679, 10.1953125 51.39920565355377, 10.371093750000002 51.39920565355377, 10.371093750000002 51.28940590271679, 10.1953125 51.28940590271679))"
1372532e-56ae-4e5d-bca0-3794da0fa4af,10.371093750000002,51.17934297928927,10.546875,51.28940590271679,2023-05-01,2023-06-01,"POLYGON ((10.371093750000002 51.17934297928927, 10.371093750000002 51.28940590271679, 10.546875 51.28940590271679, 10.546875 51.17934297928927, 10.371093750000002 51.17934297928927))"
fac9b22f-6c6f-4267-afea-9f1d46d2f685,10.371093750000002,51.28940590271679,10.546875,51.39920565355377,2023-05-01,2023-06-01,"POLYGON ((10.371093750000002 51.28940590271679, 10.371093750000002 51.39920565355377, 10.546875 51.39920565355377, 10.546875 51.28940590271679, 10.371093750000002 51.28940590271679))"
